,homo_sapiens_ENSG00000198125,chlorocebus_sabaeus_ENSCSAG00000008174,otolemur_garnettii_ENSOGAG00000005651,nomascus_leucogenys_ENSNLEG00000014375,prolemur_simus_ENSPSMG00000021110,aotus_nancymaae_ENSANAG00000020373,gorilla_gorilla_ENSGGOG00000011478,pan_troglodytes_ENSPTRG00000023553,rhinopithecus_roxellana_ENSRROG00000020662,rhinopithecus_bieti_ENSRBIG00000040058,pan_paniscus_ENSPPAG00000036732,mandrillus_leucophaeus_ENSMLEG00000032335,carlito_syrichta_ENSTSYG00000026219,cebus_capucinus_ENSCCAG00000031738,pongo_abelii_ENSPPYG00000040455
homo_sapiens_ENSG00000198125,0.0,0.0416198511710969,0.1308625757029832,0.008169818887922786,0.09501975189935619,0.09339569252256685,0.005059494595620939,0.006015799304756597,0.049230293285844606,0.0416198511710969,0.006015799304756597,0.0416198511710969,0.057643907258773,0.08619696074076788,0.014304078269834264
chlorocebus_sabaeus_ENSCSAG00000008174,0.0416198511710969,0.0,0.12829245803537448,0.034554245637907655,0.09098060405418229,0.07496224212023483,0.04480613620517293,0.047381836974070723,0.008102689027312593,0.0,0.047381836974070723,0.0,0.05440945788730567,0.06685147216489706,0.029042441566719313
otolemur_garnettii_ENSOGAG00000005651,0.1308625757029832,0.12829245803537448,0.0,0.13646801602423064,0.10066494898213973,0.13550243243574656,0.1298793931973311,0.13448355275010349,0.13443986632796567,0.12829245803537448,0.13448355275010349,0.12829245803537448,0.09929831157880908,0.13682133124294305,0.13634363608249822
nomascus_leucogenys_ENSNLEG00000014375,0.008169818887922786,0.034554245637907655,0.13646801602423064,0.0,0.10199609295111489,0.08747220081592344,0.011139637430143012,0.013990858310289234,0.04218983655414066,0.034554245637907655,0.013990858310289234,0.034554245637907655,0.06559762836125849,0.07984675673463748,0.0062305054519312675
prolemur_simus_ENSPSMG00000021110,0.09501975189935619,0.09098060405418229,0.10066494898213973,0.10199609295111489,0.0,0.08073355281259031,0.09641781879006162,0.09887969059270896,0.09771093080341797,0.09098060405418229,0.09887969059270896,0.09098060405418229,0.07354173891105764,0.08065567290219267,0.10173932914594996
aotus_nancymaae_ENSANAG00000020373,0.09339569252256685,0.07496224212023483,0.13550243243574656,0.08747220081592344,0.08073355281259031,0.0,0.09663556568898757,0.09717998617720103,0.08111827969246088,0.07496224212023483,0.09717998617720103,0.07496224212023483,0.07146984909837428,0.01833651208078957,0.08716083883736847
gorilla_gorilla_ENSGGOG00000011478,0.005059494595620939,0.04480613620517293,0.1298793931973311,0.011139637430143012,0.09641781879006162,0.09663556568898757,0.0,0.010914663197551189,0.05242715972936951,0.04480613620517293,0.010914663197551189,0.04480613620517293,0.061976016600996275,0.08964189175359649,0.017240742617543048
pan_troglodytes_ENSPTRG00000023553,0.006015799304756597,0.047381836974070723,0.13448355275010349,0.013990858310289234,0.09887969059270896,0.09717998617720103,0.010914663197551189,0.0,0.05497537925465712,0.047381836974070723,0.0,0.047381836974070723,0.0626191693431899,0.08960938635167359,0.02010743859681441
rhinopithecus_roxellana_ENSRROG00000020662,0.049230293285844606,0.008102689027312593,0.13443986632796567,0.04218983655414066,0.09771093080341797,0.08111827969246088,0.05242715972936951,0.05497537925465712,0.0,0.008102689027312593,0.05497537925465712,0.008102689027312593,0.06148784062316415,0.07299932925754193,0.03671795354855656
rhinopithecus_bieti_ENSRBIG00000040058,0.0416198511710969,0.0,0.12829245803537448,0.034554245637907655,0.09098060405418229,0.07496224212023483,0.04480613620517293,0.047381836974070723,0.008102689027312593,0.0,0.047381836974070723,0.0,0.05440945788730567,0.06685147216489706,0.029042441566719313
pan_paniscus_ENSPPAG00000036732,0.006015799304756597,0.047381836974070723,0.13448355275010349,0.013990858310289234,0.09887969059270896,0.09717998617720103,0.010914663197551189,0.0,0.05497537925465712,0.047381836974070723,0.0,0.047381836974070723,0.0626191693431899,0.08960938635167359,0.02010743859681441
mandrillus_leucophaeus_ENSMLEG00000032335,0.0416198511710969,0.0,0.12829245803537448,0.034554245637907655,0.09098060405418229,0.07496224212023483,0.04480613620517293,0.047381836974070723,0.008102689027312593,0.0,0.047381836974070723,0.0,0.05440945788730567,0.06685147216489706,0.029042441566719313
carlito_syrichta_ENSTSYG00000026219,0.057643907258773,0.05440945788730567,0.09929831157880908,0.06559762836125849,0.07354173891105764,0.07146984909837428,0.061976016600996275,0.0626191693431899,0.06148784062316415,0.05440945788730567,0.0626191693431899,0.05440945788730567,0.0,0.07146666493286757,0.06570443286348215
cebus_capucinus_ENSCCAG00000031738,0.08619696074076788,0.06685147216489706,0.13682133124294305,0.07984675673463748,0.08065567290219267,0.01833651208078957,0.08964189175359649,0.08960938635167359,0.07299932925754193,0.06685147216489706,0.08960938635167359,0.06685147216489706,0.07146666493286757,0.0,0.07946858277013191
pongo_abelii_ENSPPYG00000040455,0.014304078269834264,0.029042441566719313,0.13634363608249822,0.0062305054519312675,0.10173932914594996,0.08716083883736847,0.017240742617543048,0.02010743859681441,0.03671795354855656,0.029042441566719313,0.02010743859681441,0.029042441566719313,0.06570443286348215,0.07946858277013191,0.0
