,homo_sapiens_ENSG00000198125,chlorocebus_sabaeus_ENSCSAG00000008174,otolemur_garnettii_ENSOGAG00000005651,nomascus_leucogenys_ENSNLEG00000014375,prolemur_simus_ENSPSMG00000021110,aotus_nancymaae_ENSANAG00000020373,gorilla_gorilla_ENSGGOG00000011478,pan_troglodytes_ENSPTRG00000023553,rhinopithecus_roxellana_ENSRROG00000020662,rhinopithecus_bieti_ENSRBIG00000040058,pan_paniscus_ENSPPAG00000036732,mandrillus_leucophaeus_ENSMLEG00000032335,carlito_syrichta_ENSTSYG00000026219,cebus_capucinus_ENSCCAG00000031738,pongo_abelii_ENSPPYG00000040455
homo_sapiens_ENSG00000198125,0.0,0.07063263654708862,0.22042036056518555,0.013139009475708008,0.1568114161491394,0.15431946516036987,0.007533252239227295,0.010404586791992188,0.0824282169342041,0.07063263654708862,0.010404586791992188,0.07063263654708862,0.09948486089706421,0.1432974934577942,0.026730716228485107
chlorocebus_sabaeus_ENSCSAG00000008174,0.07063263654708862,0.0,0.2151045799255371,0.058922529220581055,0.1490945816040039,0.12439638376235962,0.07668524980545044,0.08062154054641724,0.01238030195236206,0.0,0.08062154054641724,0.0,0.09186190366744995,0.11209344863891602,0.04622697830200195
otolemur_garnettii_ENSOGAG00000005651,0.22042036056518555,0.2151045799255371,0.0,0.23056238889694214,0.16800028085708618,0.22519278526306152,0.2186429500579834,0.22710829973220825,0.22498565912246704,0.2151045799255371,0.22710829973220825,0.2151045799255371,0.16415303945541382,0.22727030515670776,0.22979265451431274
nomascus_leucogenys_ENSNLEG00000014375,0.013139009475708008,0.058922529220581055,0.23056238889694214,0.0,0.16762834787368774,0.14409351348876953,0.01908046007156372,0.023349106311798096,0.07075953483581543,0.058922529220581055,0.023349106311798096,0.058922529220581055,0.11203956604003906,0.1325082778930664,0.01386195421218872
prolemur_simus_ENSPSMG00000021110,0.1568114161491394,0.1490945816040039,0.16800028085708618,0.16762834787368774,0.0,0.1368880271911621,0.15984076261520386,0.164093017578125,0.15969103574752808,0.1490945816040039,0.164093017578125,0.1490945816040039,0.12279480695724487,0.13502001762390137,0.1664128303527832
aotus_nancymaae_ENSANAG00000020373,0.15431946516036987,0.12439638376235962,0.22519278526306152,0.14409351348876953,0.1368880271911621,0.0,0.16057300567626953,0.16154342889785767,0.13429230451583862,0.12439638376235962,0.16154342889785767,0.12439638376235962,0.12071728706359863,0.030420243740081787,0.14306384325027466
gorilla_gorilla_ENSGGOG00000011478,0.007533252239227295,0.07668524980545044,0.2186429500579834,0.01908046007156372,0.15984076261520386,0.16057300567626953,0.0,0.017757713794708252,0.08849197626113892,0.07668524980545044,0.017757713794708252,0.07668524980545044,0.10578793287277222,0.14960461854934692,0.032640278339385986
pan_troglodytes_ENSPTRG00000023553,0.010404586791992188,0.08062154054641724,0.22710829973220825,0.023349106311798096,0.164093017578125,0.16154342889785767,0.017757713794708252,0.0,0.09234809875488281,0.08062154054641724,0.0,0.08062154054641724,0.10831856727600098,0.1500535011291504,0.036910831928253174
rhinopithecus_roxellana_ENSRROG00000020662,0.0824282169342041,0.01238030195236206,0.22498565912246704,0.07075953483581543,0.15969103574752808,0.13429230451583862,0.08849197626113892,0.09234809875488281,0.0,0.01238030195236206,0.09234809875488281,0.01238030195236206,0.10288733243942261,0.12193673849105835,0.058157920837402344
rhinopithecus_bieti_ENSRBIG00000040058,0.07063263654708862,0.0,0.2151045799255371,0.058922529220581055,0.1490945816040039,0.12439638376235962,0.07668524980545044,0.08062154054641724,0.01238030195236206,0.0,0.08062154054641724,0.0,0.09186190366744995,0.11209344863891602,0.04622697830200195
pan_paniscus_ENSPPAG00000036732,0.010404586791992188,0.08062154054641724,0.22710829973220825,0.023349106311798096,0.164093017578125,0.16154342889785767,0.017757713794708252,0.0,0.09234809875488281,0.08062154054641724,0.0,0.08062154054641724,0.10831856727600098,0.1500535011291504,0.036910831928253174
mandrillus_leucophaeus_ENSMLEG00000032335,0.07063263654708862,0.0,0.2151045799255371,0.058922529220581055,0.1490945816040039,0.12439638376235962,0.07668524980545044,0.08062154054641724,0.01238030195236206,0.0,0.08062154054641724,0.0,0.09186190366744995,0.11209344863891602,0.04622697830200195
carlito_syrichta_ENSTSYG00000026219,0.09948486089706421,0.09186190366744995,0.16415303945541382,0.11203956604003906,0.12279480695724487,0.12071728706359863,0.10578793287277222,0.10831856727600098,0.10288733243942261,0.09186190366744995,0.10831856727600098,0.09186190366744995,0.0,0.12146693468093872,0.11103135347366333
cebus_capucinus_ENSCCAG00000031738,0.1432974934577942,0.11209344863891602,0.22727030515670776,0.1325082778930664,0.13502001762390137,0.030420243740081787,0.14960461854934692,0.1500535011291504,0.12193673849105835,0.11209344863891602,0.1500535011291504,0.11209344863891602,0.12146693468093872,0.0,0.13127070665359497
pongo_abelii_ENSPPYG00000040455,0.026730716228485107,0.04622697830200195,0.22979265451431274,0.01386195421218872,0.1664128303527832,0.14306384325027466,0.032640278339385986,0.036910831928253174,0.058157920837402344,0.04622697830200195,0.036910831928253174,0.04622697830200195,0.11103135347366333,0.13127070665359497,0.0
