,homo_sapiens_ENSG00000198125,chlorocebus_sabaeus_ENSCSAG00000008174,otolemur_garnettii_ENSOGAG00000005651,nomascus_leucogenys_ENSNLEG00000014375,prolemur_simus_ENSPSMG00000021110,aotus_nancymaae_ENSANAG00000020373,gorilla_gorilla_ENSGGOG00000011478,pan_troglodytes_ENSPTRG00000023553,rhinopithecus_roxellana_ENSRROG00000020662,rhinopithecus_bieti_ENSRBIG00000040058,pan_paniscus_ENSPPAG00000036732,mandrillus_leucophaeus_ENSMLEG00000032335,carlito_syrichta_ENSTSYG00000026219,cebus_capucinus_ENSCCAG00000031738,pongo_abelii_ENSPPYG00000040455
homo_sapiens_ENSG00000198125,0.0,0.07063011499430172,0.2204173828987096,0.013138553954118115,0.15680742678263326,0.15431579967208253,0.007533106977576476,0.01040396864051063,0.08242492328416429,0.07063011499430172,0.01040396864051063,0.07063011499430172,0.0994810507392252,0.14329305251702562,0.02672970887051518
chlorocebus_sabaeus_ENSCSAG00000008174,0.07063011499430172,0.0,0.21510188844030265,0.058920139113798786,0.14909285839819753,0.12439551969237672,0.07668281844909619,0.08061868820758844,0.012379565381056445,0.0,0.08061868820758844,0.0,0.09186126025307262,0.1120925300958141,0.04622519055739149
otolemur_garnettii_ENSOGAG00000005651,0.2204173828987096,0.21510188844030265,0.0,0.23055938103341111,0.1679964483968469,0.2251882712967348,0.21864008883766783,0.2271056299572749,0.22498266842981052,0.21510188844030265,0.2271056299572749,0.21510188844030265,0.16414943120337477,0.22726614289725855,0.22979017263216683
nomascus_leucogenys_ENSNLEG00000014375,0.013138553954118115,0.058920139113798786,0.23055938103341111,0.0,0.16762450140043594,0.14408961254239872,0.019080165206201816,0.02334820592640252,0.07075625519878814,0.058920139113798786,0.02334820592640252,0.058920139113798786,0.11203576417158767,0.13250405523950692,0.013861313166207867
prolemur_simus_ENSPSMG00000021110,0.15680742678263326,0.14909285839819753,0.1679964483968469,0.16762450140043594,0.0,0.13688645773376062,0.15983680403785205,0.16408932386644626,0.1596892332004396,0.14909285839819753,0.16408932386644626,0.14909285839819753,0.12279267303201535,0.13501818428765855,0.1664091932852536
aotus_nancymaae_ENSANAG00000020373,0.15431579967208253,0.12439551969237672,0.2251882712967348,0.14408961254239872,0.13688645773376062,0.0,0.1605691475584018,0.16153998051258112,0.13429134847312574,0.12439551969237672,0.16153998051258112,0.12439551969237672,0.12071473156379553,0.030419857691455388,0.14306044696972076
gorilla_gorilla_ENSGGOG00000011478,0.007533106977576476,0.07668281844909619,0.21864008883766783,0.019080165206201816,0.15983680403785205,0.1605691475584018,0.0,0.01775703130178896,0.0884888531356458,0.07668281844909619,0.01775703130178896,0.07668281844909619,0.10578415449091927,0.14960037181708985,0.03263938269078337
pan_troglodytes_ENSPTRG00000023553,0.01040396864051063,0.08061868820758844,0.2271056299572749,0.02334820592640252,0.16408932386644626,0.16153998051258112,0.01775703130178896,0.0,0.09234460773846964,0.08061868820758844,0.0,0.08061868820758844,0.1083143144253863,0.1500493005806247,0.03690965957199499
rhinopithecus_roxellana_ENSRROG00000020662,0.08242492328416429,0.012379565381056445,0.22498266842981052,0.07075625519878814,0.1596892332004396,0.13429134847312574,0.0884888531356458,0.09234460773846964,0.0,0.012379565381056445,0.09234460773846964,0.012379565381056445,0.10288665507802897,0.12193588349992868,0.05815512731375283
rhinopithecus_bieti_ENSRBIG00000040058,0.07063011499430172,0.0,0.21510188844030265,0.058920139113798786,0.14909285839819753,0.12439551969237672,0.07668281844909619,0.08061868820758844,0.012379565381056445,0.0,0.08061868820758844,0.0,0.09186126025307262,0.1120925300958141,0.04622519055739149
pan_paniscus_ENSPPAG00000036732,0.01040396864051063,0.08061868820758844,0.2271056299572749,0.02334820592640252,0.16408932386644626,0.16153998051258112,0.01775703130178896,0.0,0.09234460773846964,0.08061868820758844,0.0,0.08061868820758844,0.1083143144253863,0.1500493005806247,0.03690965957199499
mandrillus_leucophaeus_ENSMLEG00000032335,0.07063011499430172,0.0,0.21510188844030265,0.058920139113798786,0.14909285839819753,0.12439551969237672,0.07668281844909619,0.08061868820758844,0.012379565381056445,0.0,0.08061868820758844,0.0,0.09186126025307262,0.1120925300958141,0.04622519055739149
carlito_syrichta_ENSTSYG00000026219,0.0994810507392252,0.09186126025307262,0.16414943120337477,0.11203576417158767,0.12279267303201535,0.12071473156379553,0.10578415449091927,0.1083143144253863,0.10288665507802897,0.09186126025307262,0.1083143144253863,0.09186126025307262,0.0,0.12146431799755986,0.11102846639835284
cebus_capucinus_ENSCCAG00000031738,0.14329305251702562,0.1120925300958141,0.22726614289725855,0.13250405523950692,0.13501818428765855,0.030419857691455388,0.14960037181708985,0.1500493005806247,0.12193588349992868,0.1120925300958141,0.1500493005806247,0.1120925300958141,0.12146431799755986,0.0,0.13126711083563747
pongo_abelii_ENSPPYG00000040455,0.02672970887051518,0.04622519055739149,0.22979017263216683,0.013861313166207867,0.1664091932852536,0.14306044696972076,0.03263938269078337,0.03690965957199499,0.05815512731375283,0.04622519055739149,0.03690965957199499,0.04622519055739149,0.11102846639835284,0.13126711083563747,0.0
