,homo_sapiens_ENSG00000198125,chlorocebus_sabaeus_ENSCSAG00000008174,otolemur_garnettii_ENSOGAG00000005651,nomascus_leucogenys_ENSNLEG00000014375,prolemur_simus_ENSPSMG00000021110,aotus_nancymaae_ENSANAG00000020373,gorilla_gorilla_ENSGGOG00000011478,pan_troglodytes_ENSPTRG00000023553,rhinopithecus_roxellana_ENSRROG00000020662,rhinopithecus_bieti_ENSRBIG00000040058,pan_paniscus_ENSPPAG00000036732,mandrillus_leucophaeus_ENSMLEG00000032335,carlito_syrichta_ENSTSYG00000026219,cebus_capucinus_ENSCCAG00000031738,pongo_abelii_ENSPPYG00000040455
homo_sapiens_ENSG00000198125,0.5224321133412042,0.5436835891381346,0.5909090909090908,0.525974025974026,0.5690672963400236,0.5608028335301063,0.5271546635182999,0.525383707201889,0.5460448642266824,0.5436835891381346,0.525383707201889,0.5436835891381346,0.5584415584415585,0.5625737898465171,0.5318772136953955
chlorocebus_sabaeus_ENSCSAG00000008174,0.5436835891381346,0.5277449822904368,0.58913813459268,0.5413223140495868,0.5672963400236127,0.5531286894923259,0.5484061393152302,0.5466351829988194,0.5301062573789846,0.5277449822904368,0.5466351829988194,0.5277449822904368,0.5566706021251475,0.5548996458087367,0.5383707201889021
otolemur_garnettii_ENSOGAG00000005651,0.5909090909090908,0.58913813459268,0.5295159386068478,0.5944510035419126,0.5678866587957497,0.5879574970484062,0.589728453364817,0.5938606847697756,0.5914994096812278,0.58913813459268,0.5938606847697756,0.58913813459268,0.5696576151121606,0.5867768595041323,0.5938606847697756
nomascus_leucogenys_ENSNLEG00000014375,0.525974025974026,0.5413223140495868,0.5944510035419126,0.5236127508854782,0.5726092089728454,0.5584415584415585,0.5306965761511215,0.5289256198347108,0.5436835891381346,0.5413223140495868,0.5289256198347108,0.5413223140495868,0.5619834710743802,0.5602125147579693,0.5295159386068478
prolemur_simus_ENSPSMG00000021110,0.5690672963400236,0.5672963400236127,0.5678866587957497,0.5726092089728454,0.525974025974026,0.5613931523022433,0.5678866587957497,0.5720188902007084,0.5696576151121606,0.5672963400236127,0.5720188902007084,0.5672963400236127,0.564344746162928,0.5590318772136954,0.5720188902007084
aotus_nancymaae_ENSANAG00000020373,0.5608028335301063,0.5531286894923259,0.5879574970484062,0.5584415584415585,0.5613931523022433,0.525383707201889,0.5655253837072018,0.5637544273907911,0.5554899645808737,0.5531286894923259,0.5637544273907911,0.5531286894923259,0.5613931523022433,0.5330578512396694,0.5578512396694215
gorilla_gorilla_ENSGGOG00000011478,0.5271546635182999,0.5484061393152302,0.589728453364817,0.5306965761511215,0.5678866587957497,0.5655253837072018,0.5242030696576151,0.5301062573789846,0.550767414403778,0.5484061393152302,0.5301062573789846,0.5484061393152302,0.5631641086186541,0.5672963400236127,0.5365997638724911
pan_troglodytes_ENSPTRG00000023553,0.525383707201889,0.5466351829988194,0.5938606847697756,0.5289256198347108,0.5720188902007084,0.5637544273907911,0.5301062573789846,0.5206611570247934,0.5489964580873672,0.5466351829988194,0.5206611570247934,0.5466351829988194,0.5613931523022433,0.5655253837072018,0.5348288075560803
rhinopithecus_roxellana_ENSRROG00000020662,0.5460448642266824,0.5301062573789846,0.5914994096812278,0.5436835891381346,0.5696576151121606,0.5554899645808737,0.550767414403778,0.5489964580873672,0.5283353010625738,0.5301062573789846,0.5489964580873672,0.5301062573789846,0.5590318772136954,0.5572609208972845,0.5407319952774499
rhinopithecus_bieti_ENSRBIG00000040058,0.5436835891381346,0.5277449822904368,0.58913813459268,0.5413223140495868,0.5672963400236127,0.5531286894923259,0.5484061393152302,0.5466351829988194,0.5301062573789846,0.5277449822904368,0.5466351829988194,0.5277449822904368,0.5566706021251475,0.5548996458087367,0.5383707201889021
pan_paniscus_ENSPPAG00000036732,0.525383707201889,0.5466351829988194,0.5938606847697756,0.5289256198347108,0.5720188902007084,0.5637544273907911,0.5301062573789846,0.5206611570247934,0.5489964580873672,0.5466351829988194,0.5206611570247934,0.5466351829988194,0.5613931523022433,0.5655253837072018,0.5348288075560803
mandrillus_leucophaeus_ENSMLEG00000032335,0.5436835891381346,0.5277449822904368,0.58913813459268,0.5413223140495868,0.5672963400236127,0.5531286894923259,0.5484061393152302,0.5466351829988194,0.5301062573789846,0.5277449822904368,0.5466351829988194,0.5277449822904368,0.5566706021251475,0.5548996458087367,0.5383707201889021
carlito_syrichta_ENSTSYG00000026219,0.5584415584415585,0.5566706021251475,0.5696576151121606,0.5619834710743802,0.564344746162928,0.5613931523022433,0.5631641086186541,0.5613931523022433,0.5590318772136954,0.5566706021251475,0.5613931523022433,0.5566706021251475,0.5318772136953955,0.5602125147579693,0.5613931523022433
cebus_capucinus_ENSCCAG00000031738,0.5625737898465171,0.5548996458087367,0.5867768595041323,0.5602125147579693,0.5590318772136954,0.5330578512396694,0.5672963400236127,0.5655253837072018,0.5572609208972845,0.5548996458087367,0.5655253837072018,0.5548996458087367,0.5602125147579693,0.5271546635182999,0.5596221959858323
pongo_abelii_ENSPPYG00000040455,0.5318772136953955,0.5383707201889021,0.5938606847697756,0.5295159386068478,0.5720188902007084,0.5578512396694215,0.5365997638724911,0.5348288075560803,0.5407319952774499,0.5383707201889021,0.5348288075560803,0.5383707201889021,0.5613931523022433,0.5596221959858323,0.526564344746163
